sex;salary-class;race;workclass;marital-status;occupation;education;native-country;age
Male;<=50K;White;Private;Divorced;Machine-op-inspct;HS-grad;United-States;29
Male;<=50K;Black;Private;Never-married;Craft-repair;Some-college;United-States;35-39
Male;<=50K;White;Private;Married-civ-spouse;Farming-fishing;HS-grad;United-States;29
Female;<=50K;White;Private;Never-married;Sales;HS-grad;United-States;21
Male;<=50K;White;Private;Married-civ-spouse;Farming-fishing;1st-4th;United-States;50-59
Male;<=50K;White;Private;Never-married;Machine-op-inspct;HS-grad;United-States;37
Female;<=50K;Black;Private;Divorced;Craft-repair;Some-college;United-States;*
Male;<=50K;White;Private;Never-married;Handlers-cleaners;HS-grad;*;30
Male;<=50K;Black;Private;Never-married;Farming-fishing;HS-grad;United-States;25-29
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Craft-repair;HS-grad;United-States;45-49
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Farming-fishing;7th-8th;United-States;40-59
Female;>50K;White;Private;Married-civ-spouse;Adm-clerical;Assoc-acdm;United-States;30-39
Male;<=50K;White;Federal-gov;Married-civ-spouse;Prof-specialty;Prof-school;United-States;20-39
Male;>50K;White;Private;Married-civ-spouse;Tech-support;HS-grad;United-States;50-54
Female;<=50K;White;Private;Married-civ-spouse;Other-service;HS-grad;United-States;24
Male;<=50K;White;Private;Never-married;Handlers-cleaners;HS-grad;United-States;20
Male;>50K;Amer-Indian-Eskimo;Self-emp-not-inc;Married-civ-spouse;*;Some-college;United-States;*
Female;<=50K;Asian-Pac-Islander;Self-emp-not-inc;Never-married;*;HS-grad;United-States;*
Male;<=50K;Black;Private;Never-married;Sales;HS-grad;United-States;26
Male;>50K;White;Private;Married-civ-spouse;Sales;HS-grad;United-States;38
Female;<=50K;White;Private;Never-married;Other-service;Some-college;United-States;25
Male;<=50K;White;Private;Divorced;Craft-repair;Some-college;United-States;30-34
Male;>50K;White;Local-gov;Married-civ-spouse;Prof-specialty;Bachelors;United-States;55-59
Male;<=50K;White;Private;Never-married;Handlers-cleaners;Some-college;United-States;30
Male;<=50K;White;Private;Never-married;Prof-specialty;Bachelors;United-States;30
Female;<=50K;White;Private;Never-married;Other-service;7th-8th;United-States;15-19
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad;United-States;23
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Some-college;United-States;27
Male;<=50K;White;State-gov;Married-civ-spouse;Protective-serv;Assoc-acdm;United-States;20-39
Male;<=50K;White;Private;Married-civ-spouse;Farming-fishing;7th-8th;Mexico;33
Male;<=50K;White;Private;Married-civ-spouse;Farming-fishing;HS-grad;United-States;60-69
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States;34
Female;<=50K;White;Private;Never-married;Sales;HS-grad;Mexico;20
Male;<=50K;White;Private;Never-married;Craft-repair;10th;United-States;25
Female;>50K;White;Private;Never-married;Exec-managerial;Bachelors;United-States;25-29
Male;<=50K;White;Private;Never-married;Handlers-cleaners;11th;United-States;20-39
Male;<=50K;White;State-gov;Never-married;Prof-specialty;Bachelors;United-States;28
Female;<=50K;White;Private;Divorced;Other-service;HS-grad;United-States;37
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Some-college;United-States;52
Female;<=50K;Black;Federal-gov;Widowed;Other-service;*;United-States;*
Male;<=50K;White;Private;Never-married;Other-service;HS-grad;United-States;31
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States;37
Male;<=50K;White;Federal-gov;Married-civ-spouse;Adm-clerical;Bachelors;United-States;40-44
Male;<=50K;White;Private;Divorced;Exec-managerial;Assoc-acdm;United-States;*
Male;<=50K;White;Private;Married-civ-spouse;Sales;HS-grad;United-States;44
Male;<=50K;White;Local-gov;Divorced;Prof-specialty;Bachelors;United-States;30-34
Male;>50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States;*
Male;<=50K;White;Private;Divorced;Transport-moving;11th;*;*
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;Some-college;Germany;*
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;Assoc-voc;United-States;43
Male;<=50K;White;Private;Never-married;Craft-repair;Some-college;United-States;30
Male;<=50K;White;Private;Divorced;Exec-managerial;Some-college;United-States;45-49
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Doctorate;United-States;52
Female;<=50K;White;Private;Never-married;Adm-clerical;Some-college;United-States;20
Male;>50K;White;Federal-gov;Married-civ-spouse;Tech-support;HS-grad;United-States;50-59
Male;<=50K;White;Private;Divorced;Machine-op-inspct;Assoc-acdm;United-States;40-59
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States;48
Male;>50K;White;Private;Married-civ-spouse;Sales;Bachelors;United-States;28
Male;<=50K;White;Local-gov;Married-civ-spouse;Exec-managerial;Some-college;United-States;45-49
Male;<=50K;White;Private;Married-civ-spouse;Tech-support;Some-college;United-States;32
Male;<=50K;White;Self-emp-not-inc;Never-married;Craft-repair;HS-grad;United-States;27
Male;<=50K;White;Private;Married-civ-spouse;Other-service;Bachelors;*;*
Male;<=50K;Other;Private;Married-spouse-absent;Transport-moving;*;*;*
Female;>50K;White;Private;Divorced;Exec-managerial;Masters;United-States;43
Male;<=50K;White;Private;Separated;Transport-moving;HS-grad;Mexico;*
Male;<=50K;White;Private;Married-civ-spouse;Transport-moving;11th;United-States;35-39
Female;<=50K;White;Local-gov;Never-married;Tech-support;*;United-States;*
Male;<=50K;White;Private;Never-married;Craft-repair;10th;United-States;22
Male;<=50K;White;Private;Never-married;Other-service;Bachelors;United-States;25-29
Male;>50K;White;Self-emp-not-inc;Married-civ-spouse;Exec-managerial;Prof-school;United-States;45-49
Male;<=50K;White;State-gov;Married-civ-spouse;Protective-serv;HS-grad;United-States;35-39
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States;50
Female;<=50K;White;Private;Married-spouse-absent;Adm-clerical;Assoc-voc;United-States;20-39
Male;>50K;White;State-gov;Married-civ-spouse;Prof-specialty;Bachelors;United-States;47
Male;<=50K;White;Private;Married-civ-spouse;Sales;HS-grad;United-States;46
Female;<=50K;White;Private;Divorced;Tech-support;Some-college;United-States;43
Male;<=50K;White;Private;Divorced;Machine-op-inspct;HS-grad;United-States;40-44
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;Bachelors;United-States;55
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States;65-69
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;Assoc-voc;United-States;35-39
Female;<=50K;White;Private;Divorced;Farming-fishing;HS-grad;United-States;*
Male;<=50K;White;Private;Never-married;Craft-repair;Bachelors;United-States;37
Male;<=50K;White;Private;Never-married;Transport-moving;Some-college;United-States;19
Male;<=50K;White;Private;Never-married;Craft-repair;11th;United-States;20
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;Some-college;United-States;33
Male;<=50K;White;Private;Never-married;Other-service;HS-grad;United-States;21
Male;>50K;White;Local-gov;Widowed;*;*;United-States;*
Male;<=50K;Black;Self-emp-inc;Never-married;Exec-managerial;*;United-States;*
Female;<=50K;Black;Private;Separated;Other-service;11th;United-States;*
Male;<=50K;White;Private;Never-married;Farming-fishing;Some-college;United-States;20-39
Male;<=50K;White;Private;Married-civ-spouse;Exec-managerial;Some-college;United-States;26
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;9th;United-States;27
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Some-college;United-States;34
Female;<=50K;White;Local-gov;Divorced;Other-service;HS-grad;United-States;*
Female;<=50K;White;Private;Never-married;Prof-specialty;HS-grad;United-States;28
Male;>50K;Black;Self-emp-not-inc;Married-civ-spouse;Prof-specialty;Bachelors;United-States;30-34
Female;>50K;White;Private;Married-civ-spouse;Adm-clerical;Some-college;United-States;29
Male;>50K;White;Private;Married-civ-spouse;Transport-moving;10th;United-States;58
Female;<=50K;White;Self-emp-inc;Divorced;Exec-managerial;HS-grad;United-States;*
Female;<=50K;White;Self-emp-not-inc;Never-married;Craft-repair;*;United-States;*
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States;53
Male;<=50K;White;Local-gov;Married-civ-spouse;Craft-repair;10th;United-States;50-54
Female;<=50K;White;Private;Divorced;Other-service;11th;United-States;47
Male;>50K;White;Local-gov;Married-civ-spouse;Prof-specialty;Bachelors;United-States;35-39
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States;48
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Some-college;United-States;35
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States;49
Male;<=50K;White;Private;Married-civ-spouse;Transport-moving;Some-college;United-States;43
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;*;33
Male;<=50K;White;Local-gov;Married-civ-spouse;Adm-clerical;Assoc-acdm;United-States;45-49
Male;<=50K;White;Private;Never-married;Other-service;10th;North-America;17
Male;<=50K;White;Private;Never-married;Tech-support;Bachelors;United-States;25
Male;<=50K;White;Self-emp-not-inc;Divorced;Sales;Assoc-voc;United-States;*
Male;>50K;White;Private;Married-civ-spouse;Adm-clerical;Bachelors;United-States;31
Male;>50K;White;Private;Divorced;Exec-managerial;Masters;United-States;57
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Some-college;United-States;49
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Bachelors;United-States;40
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Assoc-voc;Germany;40-59
Male;<=50K;White;Private;Divorced;Exec-managerial;Some-college;United-States;45-49
Male;<=50K;White;Private;Divorced;Transport-moving;12th;United-States;40-59
Male;<=50K;White;Private;Never-married;Prof-specialty;Bachelors;United-States;36
Male;<=50K;White;Private;Never-married;Handlers-cleaners;11th;United-States;17
Male;>50K;White;Local-gov;Married-civ-spouse;Protective-serv;HS-grad;United-States;30
Male;>50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States;42
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Farming-fishing;HS-grad;United-States;67
Male;>50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States;36
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Masters;United-States;35
Female;<=50K;White;Private;Never-married;Prof-specialty;Bachelors;United-States;27
Male;<=50K;White;Private;Never-married;Machine-op-inspct;7th-8th;United-States;20-24
Male;<=50K;White;Private;Married-civ-spouse;Prof-specialty;HS-grad;United-States;45-49
Male;>50K;White;Private;Married-civ-spouse;Sales;Bachelors;United-States;45
Male;<=50K;White;Private;Never-married;Tech-support;High-School;United-States;15-19
Male;<=50K;White;Private;Never-married;Other-service;11th;United-States;17
Male;>50K;Black;Private;Divorced;*;*;United-States;*
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States;28
Male;<=50K;White;Private;Never-married;Craft-repair;11th;United-States;33
Female;<=50K;White;Private;Divorced;Sales;HS-grad;United-States;55
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Craft-repair;Some-college;United-States;50-54
Female;<=50K;Black;Private;Separated;Craft-repair;HS-grad;United-States;40-59
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Prof-specialty;Masters;United-States;40-59
Female;<=50K;White;Private;Never-married;Sales;Some-college;United-States;29
Male;<=50K;White;Private;Never-married;Other-service;5th-6th;*;*
Male;<=50K;White;Private;Separated;Other-service;*;*;*
Female;<=50K;White;Federal-gov;Never-married;Adm-clerical;HS-grad;United-States;40-44
Male;>50K;White;Private;Married-civ-spouse;Machine-op-inspct;Some-college;United-States;40-44
Male;<=50K;White;Private;Married-civ-spouse;Farming-fishing;7th-8th;United-States;*
Female;<=50K;White;Federal-gov;Never-married;Prof-specialty;Bachelors;United-States;35-39
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Exec-managerial;Bachelors;United-States;47
Female;<=50K;White;Private;Divorced;Exec-managerial;HS-grad;United-States;42
Male;>50K;White;Private;Never-married;Craft-repair;HS-grad;United-States;39
Female;<=50K;White;Local-gov;Divorced;Prof-specialty;Bachelors;United-States;45-49
Male;>50K;Black;Local-gov;Married-civ-spouse;Exec-managerial;Masters;United-States;45-49
Male;<=50K;White;Private;Married-civ-spouse;Handlers-cleaners;10th;United-States;27
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;*;29
Female;<=50K;White;Private;Never-married;Other-service;Assoc-voc;United-States;22
Male;<=50K;White;State-gov;Separated;*;*;United-States;*
Male;<=50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States;38
Female;<=50K;Asian-Pac-Islander;Private;Married-civ-spouse;Machine-op-inspct;*;*;*
Female;<=50K;White;Local-gov;Divorced;Prof-specialty;Masters;United-States;45-49
Female;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Exec-managerial;HS-grad;United-States;40-49
Female;<=50K;Black;Private;Never-married;Other-service;HS-grad;United-States;50-59
Male;<=50K;White;Self-emp-inc;Married-civ-spouse;Exec-managerial;Bachelors;United-States;25-29
Male;<=50K;White;Private;Married-civ-spouse;Adm-clerical;HS-grad;United-States;35
Male;<=50K;White;Private;Never-married;Craft-repair;11th;United-States;18
Female;<=50K;Black;Private;Separated;Craft-repair;HS-grad;United-States;40-44
Male;<=50K;White;Self-emp-not-inc;Never-married;Transport-moving;HS-grad;United-States;30-39
Female;<=50K;White;Private;Widowed;Priv-house-serv;Some-college;United-States;70-79
Male;<=50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States;52
Female;<=50K;White;Private;Never-married;Other-service;10th;United-States;17
Male;>50K;White;Federal-gov;Married-civ-spouse;Craft-repair;Assoc-voc;United-States;*
Male;<=50K;White;Private;Never-married;Farming-fishing;Some-college;United-States;20
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States;42
Female;<=50K;White;Private;Separated;Other-service;Some-college;United-States;37
Male;<=50K;White;Private;Married-civ-spouse;Transport-moving;HS-grad;United-States;40
Male;>50K;White;Private;Married-civ-spouse;Adm-clerical;Assoc-acdm;United-States;30-34
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Masters;United-States;29
Female;<=50K;White;Private;Never-married;Machine-op-inspct;Some-college;United-States;20
Male;>50K;White;Private;Married-civ-spouse;Adm-clerical;11th;United-States;*
Male;<=50K;White;Private;Never-married;Prof-specialty;Bachelors;United-States;25
Male;>50K;White;Private;Married-civ-spouse;Tech-support;HS-grad;United-States;37
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;Some-college;*;26
Female;<=50K;White;Private;Never-married;Sales;HS-grad;United-States;24
Female;<=50K;White;Private;Married-civ-spouse;Other-service;HS-grad;United-States;30-34
Male;<=50K;Amer-Indian-Eskimo;Private;Never-married;Craft-repair;HS-grad;United-States;20-29
Male;<=50K;White;Private;Never-married;Sales;Some-college;United-States;35-39
Female;<=50K;White;Private;Widowed;Prof-specialty;Bachelors;United-States;35-39
Male;<=50K;White;Private;Never-married;Machine-op-inspct;Assoc-voc;United-States;24
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;Assoc-acdm;United-States;35-39
Female;<=50K;White;Private;Divorced;Prof-specialty;Bachelors;United-States;45-49
Male;>50K;White;Private;Married-civ-spouse;Adm-clerical;11th;United-States;*
Male;>50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States;46
Female;<=50K;Black;Private;Never-married;Craft-repair;Some-college;United-States;40-59
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States;37
Male;<=50K;White;Private;Divorced;Machine-op-inspct;HS-grad;United-States;44
Female;<=50K;White;Private;Never-married;Other-service;Some-college;United-States;21
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States;31
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Assoc-voc;United-States;30-34
Female;>50K;Black;Private;*;Other-service;*;United-States;*
Male;<=50K;White;Local-gov;Never-married;Handlers-cleaners;HS-grad;United-States;*
Female;<=50K;White;Private;Separated;Priv-house-serv;*;*;*
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Exec-managerial;HS-grad;United-States;45-49
Female;<=50K;White;Private;Married-civ-spouse;Adm-clerical;Some-college;United-States;40-44
Male;>50K;White;Private;Married-civ-spouse;Sales;Some-college;United-States;40
Female;>50K;White;State-gov;Married-civ-spouse;Prof-specialty;Bachelors;United-States;40-59
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States;46
